"road_id","segment_id","road_name","from_street","to_street","jurisdiction","latitude","longitude","road_length_miles","lanes","surface_type","functional_class","pci","condition_date","traffic_level","adt","age_years","freeze_thaw","recommended_treatment","treatment_cost_per_lane_mile","data_status","data_source","data_updated_at"
"SA-ROAD-41","SA-41- 9042053800831238008309","Staten Dr","","","Spring Arbor Township","42.2350269906908","-84.4850767480249","0.0248","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-42","SA-42- 9042053800831738008312","Staten Dr","","","Spring Arbor Township","42.2349890768796","-84.4868495652004","0.0277","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-43","SA-43- 9042043800831738008207","Trinity Ln","","","Spring Arbor Township","42.2349890768796","-84.4868495652004","0.0219","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-44","SA-44- 9042053800831438008317","Staten Dr","","","Spring Arbor Township","42.2349924535908","-84.4874384189523","0.0092","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-45","SA-45-33816513802165038021649","Westbrook Dr","","","Spring Arbor Township","42.2350212954503","-84.4945722350944","0.0058","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-46","SA-46-33816503802165038021651","Westbrook Dr","","","Spring Arbor Township","42.2350212954503","-84.4945722350944","0.0062","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-47","SA-47- 9077013800837038007600","S Parma Rd","","","Spring Arbor Township","42.2360089025006","-84.5991317290746","0.1641","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-48","SA-48-33816523800840838021653","Westbrook Dr","","","Spring Arbor Township","42.2341365121207","-84.4946557407572","0.0337","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-49","SA-49-33805623800840838021650","Westbrook Dr","","","Spring Arbor Township","42.2341365121207","-84.4946557407572","0.019","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-50","SA-50- 9041053800850638008309","Catalina Dr","","","Spring Arbor Township","42.2329125303764","-84.4835458212472","0.045","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-51","SA-51- 9035093800850838008506","McCain Rd","","","Spring Arbor Township","42.2329338718997","-84.4851131191614","0.0245","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-52","SA-52- 9041043800850838008312","Armensko Ln","","","Spring Arbor Township","42.2329338718997","-84.4851131191614","0.044","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-53","SA-53- 9035093800850638008503","McCain Rd","","","Spring Arbor Township","42.2329125303764","-84.4835458212472","0.0142","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-54","SA-54- 9035093800851138008508","McCain Rd","","","Spring Arbor Township","42.2329779918562","-84.4903546625517","0.0819","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-55","SA-55- 9035093800851238008511","McCain Rd","","","Spring Arbor Township","42.2329788460159","-84.4907435601696","0.0061","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-56","SA-56- 9038023800851238007665","O Brien Rd","","","Spring Arbor Township","42.2329788460159","-84.4907435601696","0.1827","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-57","SA-57- 9035093800851538008512","McCain Rd","","","Spring Arbor Township","42.23298582187","-84.4926596084349","0.0299","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-58","SA-58- 9035093800851638008515","McCain Rd","","","Spring Arbor Township","42.232985737688","-84.4947869340317","0.0332","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-59","SA-59-33805623800851638008408","Westbrook Dr","","","Spring Arbor Township","42.232985737688","-84.4947869340317","0.0247","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-60","SA-60- 9035093800851938008516","McCain Rd","","","Spring Arbor Township","42.2329808941886","-84.4974298123196","0.0413","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-61","SA-61- 9038013800851938020016","Bunting Rd","","","Spring Arbor Township","42.2329808941886","-84.4974298123196","0.1447","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-62","SA-62- 9035093800850738008519","McCain Rd","","","Spring Arbor Township","42.2330004369103","-84.5023121063844","0.0763","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-63","SA-63- 9035093802540438008507","McCain Rd","","","Spring Arbor Township","42.2330110195463","-84.5076161047017","0.0829","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-64","SA-64- 9035093801672938025404","McCain Rd","","","Spring Arbor Township","42.2330183853472","-84.5113821555369","0.0589","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-65","SA-65- 9035093800853238016729","McCain Rd","","","Spring Arbor Township","42.2330077483262","-84.5169860827529","0.0876","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-66","SA-66- 8997053800853238007985","S Sandstone Rd","","","Spring Arbor Township","42.2330077483262","-84.5169860827529","0.1241","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-67","SA-67- 9035093800855338008532","McCain Rd","","","Spring Arbor Township","42.232986739664","-84.5407507204392","0.3714","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-68","SA-68- 8997023800855338007077","S Dearing Rd","","","Spring Arbor Township","42.232986739664","-84.5407507204392","0.3168","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-69","SA-69- 9035093802031738008553","McCain Rd","","","Spring Arbor Township","42.2329337539628","-84.5516971472908","0.1711","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-70","SA-70- 9035093800857038020317","McCain Rd","","","Spring Arbor Township","42.2329301451957","-84.5526237243872","0.0145","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-71","SA-71- 9035093800858638008570","McCain Rd","","","Spring Arbor Township","42.2329245074499","-84.5610638484906","0.1319","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-72","SA-72- 8996013800858638007099","Chapel Rd","","","Spring Arbor Township","42.2329245074499","-84.5610638484906","0.3182","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-73","SA-73- 9035093800860538008586","McCain Rd","","","Spring Arbor Township","42.232906396061","-84.5709273057038","0.1541","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-74","SA-74- 9035103800860538007123","S Harrington Rd","","","Spring Arbor Township","42.232906396061","-84.5709273057038","0.3097","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-75","SA-75- 9035093800861738008605","McCain Rd","","","Spring Arbor Township","42.232899410265","-84.5758030419589","0.0762","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-76","SA-76- 9035093800863838008617","McCain Rd","","","Spring Arbor Township","42.2329391817589","-84.5989645123899","0.362","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-77","SA-77- 9077013800863838008370","S Parma Rd","","","Spring Arbor Township","42.2329391817589","-84.5989645123899","0.0646","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-78","SA-78-33805633800851538008610","Rendall Dr","","","Spring Arbor Township","42.23298582187","-84.4926596084349","0.0369","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-79","SA-79-33805653800861338016724","Augusta Dr","","","Spring Arbor Township","42.231120743063","-84.4927537946323","0.0171","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-80","SA-80-33805643800861038008613","Augusta Dr","","","Spring Arbor Township","42.231345335817","-84.4933003721131","0.0098","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-81","SA-81- 9041133801672938016730","Hickory Ln","","","Spring Arbor Township","42.2330183853472","-84.5113821555369","0.0399","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-82","SA-82-33805633800861038008693","Rendall Dr","","","Spring Arbor Township","42.231345335817","-84.4933003721131","0.0167","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-83","SA-83-33805643800861338008732","Augusta Dr","","","Spring Arbor Township","42.231120743063","-84.4927537946323","0.0212","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-84","SA-84- 8997053801942938008532","S Sandstone Rd","","","Spring Arbor Township","42.2300143921831","-84.5168735966424","0.063","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-85","SA-85-33811443801942938019430","Stone Creek Dr","","","Spring Arbor Township","42.2300143921831","-84.5168735966424","0.0402","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-86","SA-86-33814583802031638020317","Williams Blvd","","","Spring Arbor Township","42.2297766958991","-84.552488117233","0.0712","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-87","SA-87-33805603802031638008837","N Circle Dr","","","Spring Arbor Township","42.2297766958991","-84.552488117233","0.013","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-88","SA-88-33805603800886638020316","N Circle Dr","","","Spring Arbor Township","42.2295684101571","-84.5520406199046","0.0083","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-89","SA-89-33805603800883738008873","N Circle Dr","","","Spring Arbor Township","42.2298088313496","-84.5533023549354","0.033","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-90","SA-90-33805603800887338008808","W Circle Dr","","","Spring Arbor Township","42.2295983856907","-84.5553055896448","0.0106","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-91","SA-91- 8997023802058738008553","S Dearing Rd","","","Spring Arbor Township","42.2293805029825","-84.5413452939429","0.0787","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
"SA-ROAD-92","SA-92-33815333802058738020588","Dearing Rd","","","Spring Arbor Township","42.2293805029825","-84.5413452939429","0.0794","2","Asphalt","Local","65","2026-08-16","Medium","1000","10","Moderate","Crack Seal","1","provisional","Michigan GIS Open Data + Paventra rehearsal assumptions","2026-08-16"
