road_id,segment_id,road_name,from_street,to_street,jurisdiction,latitude,longitude,road_length_miles,lanes,surface_type,functional_class,pci,condition_date,traffic_level,adt,age_years,freeze_thaw,recommended_treatment,treatment_cost_per_lane_mile,data_status,data_source,data_updated_at
SUM-ROAD-59,SUM-59-9100053800732238007147,S Brown St,,,Summit Township,42.243768932488884,-84.43316946873921,0.127139,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-60,SUM-60-9107103800732538007216,Rutledge St,,,Summit Township,42.244196310689745,-84.46387068045037,0.096342,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-61,SUM-61-9108043800729438007325,Dorset Dr,,,Summit Township,42.24455565072196,-84.46809984818276,0.224166,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-62,SUM-62-8999073800732338007158,18th St,,,Summit Township,42.24377993085799,-84.4356352204537,0.127067,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-63,SUM-63-9091023800732438007322,W Franklin St,,,Summit Township,42.24375760382524,-84.43442048996165,0.064137,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-64,SUM-64-8999083800732438007154,17th St,,,Summit Township,42.24375760382524,-84.43442048996165,0.130132,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-65,SUM-65-9091023800732338007324,W Franklin St,,,Summit Township,42.24377993085799,-84.4356352204537,0.062291,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-66,SUM-66-9091023800732638007323,W Franklin St,,,Summit Township,42.24376904545612,-84.43682280299629,0.060885,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-67,SUM-67-9091023800733038007326,W Franklin St,,,Summit Township,42.24377211469567,-84.43806478761498,0.063669,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-68,SUM-68-33800663800716338007330,20th St,,,Summit Township,42.24561213403554,-84.43808657829116,0.126954,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-69,SUM-69-9091023800732838007330,W Franklin St,,,Summit Township,42.2437664762005,-84.43927870158785,0.062231,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-70,SUM-70-9003023800732838007167,21st St,,,Summit Township,42.2437664762005,-84.43927870158785,0.128005,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-71,SUM-71-9091023800733838007328,W Franklin St,,,Summit Township,42.24378350131543,-84.4405043594593,0.062843,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-72,SUM-72-9100073800733838007171,22nd St,,,Summit Township,42.24378350131543,-84.4405043594593,0.12702,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-73,SUM-73-17733203800723538017248,Walden Ln,,,Summit Township,42.2451207506355,-84.45977335873891,0.093967,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-74,SUM-74-9091013800733938007177,24th St,,,Summit Township,42.24379264367327,-84.44294825023809,0.126073,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-75,SUM-75-9091023800733338007338,W Franklin St,,,Summit Township,42.243773074948706,-84.44172555920736,0.062607,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-76,SUM-76-9100063800733338007175,23rd St,,,Summit Township,42.243773074948706,-84.44172555920736,0.127924,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-77,SUM-77-9091023800733938007333,W Franklin St,,,Summit Township,42.24379264367327,-84.44294825023809,0.062694,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-78,SUM-78-17733193800724738007321,Wintercrest Dr,,,Summit Township,42.24502567904454,-84.46061104261821,0.073383,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-79,SUM-79-9106093800734538007348,W Franklin St,,,Summit Township,42.243787306813765,-84.44925059810411,0.02,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-80,SUM-80-33800673800734538007184,Depuy Ave,,,Summit Township,42.243787306813765,-84.44925059810411,0.127814,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-81,SUM-81-9106093800734738007345,W Franklin St,,,Summit Township,42.24379520645207,-84.45079512710049,0.07918,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-82,SUM-82-9101033800734738007185,Marion St,,,Summit Township,42.24379520645207,-84.45079512710049,0.12692,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-83,SUM-83-9106093800735338007347,W Franklin St,,,Summit Township,42.243786005032725,-84.451732644737,0.048065,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-84,SUM-84-9106093800735938007353,W Franklin St,,,Summit Township,42.24380433401833,-84.45488350698014,0.16153,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-85,SUM-85-9101013800735938007198,Fernwood Ave,,,Summit Township,42.24380433401833,-84.45488350698014,0.115396,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-86,SUM-86-9106093800736238007359,W Franklin St,,,Summit Township,42.24379568238152,-84.45702338526121,0.1097,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-87,SUM-87-17733173800723338007367,Turnbridge St,,,Summit Township,42.245181974599,-84.46178932180149,0.098424,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-88,SUM-88-8998013800741538007002,M 60,,,Summit Township,42.243819214955145,-84.47581050544109,0.250126,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-89,SUM-89-8998023800740738007003,M 60,,,Summit Township,42.24381388170245,-84.47542217511771,0.250619,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-90,SUM-90-9090063800739738007294,Westchester Blvd,,,Summit Township,42.24347335114802,-84.4668890942176,0.111598,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-91,SUM-91-9107103800742738007325,Rutledge St,,,Summit Township,42.24322020174444,-84.46371999062319,0.068262,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-92,SUM-92-9090063800742738007397,Westchester Blvd,,,Summit Township,42.24322020174444,-84.46371999062319,0.166003,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-93,SUM-93-8998063800743138007236,Robinson Rd,,,Summit Township,42.24319884622691,-84.46256094558747,0.137234,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-94,SUM-94-9090063800743138007427,Westchester Blvd,,,Summit Township,42.24319884622691,-84.46256094558747,0.059436,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-95,SUM-95-9100053800751238007322,S Brown St,,,Summit Township,42.242148337110926,-84.43316204321712,0.111811,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
SUM-ROAD-96,SUM-96-9107103800751638007427,Rutledge St,,,Summit Township,42.24256841706038,-84.46403180887985,0.047725,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
