road_id,segment_id,road_name,from_street,to_street,jurisdiction,latitude,longitude,road_length_miles,lanes,surface_type,functional_class,pci,condition_date,traffic_level,adt,age_years,freeze_thaw,recommended_treatment,treatment_cost_per_lane_mile,data_status,data_source,data_updated_at
GL-ROAD-11,GL-11-8978033800365238003628,Mount Hope Rd,,,Grass Lake Charter Township,42.29237303989552,-84.20443533378686,0.030602,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-12,GL-12-18421073800363638003629,Ramp WS1A,,,Grass Lake Charter Township,42.29193793745226,-84.18530712304691,0.12289,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-13,GL-13-8971073800363638003627,E I 94,,,Grass Lake Charter Township,42.29193793745226,-84.18530712304691,0.120048,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-14,GL-14-18421043800366338017477,Ramp RA2A,,,Grass Lake Charter Township,42.29226918805612,-84.21220462375065,0.094754,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-15,GL-15-9188053800366638003652,Cedar Knoll Dr,,,Grass Lake Charter Township,42.29250665111656,-84.22882578308004,1.287741,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-16,GL-16-9170063800366638003096,Willis Rd,,,Grass Lake Charter Township,42.29250665111656,-84.22882578308004,0.97517,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-17,GL-17-8978093800366838003663,W I 94,,,Grass Lake Charter Township,42.29229607486694,-84.21794756356233,0.294184,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-18,GL-18-33801173801747938003668,Ramp RA2B,,,Grass Lake Charter Township,42.292715335218325,-84.21624199708849,0.096673,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-19,GL-19-8978033800367138003652,Mount Hope Rd,,,Grass Lake Charter Township,42.29201388598815,-84.20442594893078,0.024784,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-20,GL-20-18421063800367738016879,Knight Rd,,,Grass Lake Charter Township,42.29164638802919,-84.18243935826834,0.363651,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-21,GL-21-9171093800313638003020,Leach Rd,,,Grass Lake Charter Township,42.3047332589332,-84.15885806370743,0.371447,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-22,GL-22-9215043800316438003127,Fry Rd,,,Grass Lake Charter Township,42.30576153796292,-84.24760227821923,0.057558,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-23,GL-23-33806813800316438003154,Sylvan Ln,,,Grass Lake Charter Township,42.30576153796292,-84.24760227821923,0.031156,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-24,GL-24-8971073800375738020138,E I 94,,,Grass Lake Charter Township,42.29036759661391,-84.19952344537386,0.390041,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-25,GL-25-8978043800376338003757,Unnamed Road,,,Grass Lake Charter Township,42.29030210710412,-84.20435742439972,0.249139,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-26,GL-26-8978033800376338003723,Mount Hope Rd,,,Grass Lake Charter Township,42.29030210710412,-84.20435742439972,0.048538,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-27,GL-27-33817553800370438003763,Unnamed Road,,,Grass Lake Charter Township,42.29155246205359,-84.20758572406955,0.190297,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-28,GL-28-9171073800376738003742,Kalmbach Rd,,,Grass Lake Charter Township,42.28970355094599,-84.17401497962167,0.046407,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-29,GL-29-18421063801688438025368,Knight Rd,,,Grass Lake Charter Township,42.29000892426807,-84.19586770265643,0.534375,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-30,GL-30-33801443800377838003764,Reiman Rd,,,Grass Lake Charter Township,42.2889778231172,-84.13942501689698,0.449574,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-31,GL-31-8978053800377938016877,Maute Rd,,,Grass Lake Charter Township,42.289545516448655,-84.1751425917409,0.025096,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-32,GL-32-18421063800378438016884,Knight Rd,,,Grass Lake Charter Township,42.28998876856903,-84.20435230240079,0.436687,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-33,GL-33-8978033800378438003763,Mount Hope Rd,,,Grass Lake Charter Township,42.28998876856903,-84.20435230240079,0.02162,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-34,GL-34-8978033800380838003784,Mount Hope Rd,,,Grass Lake Charter Township,42.28959915361197,-84.20434061282148,0.026888,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-35,GL-35-18421093800357138003562,Ramp WS2A,,,Grass Lake Charter Township,42.29391893553226,-84.17415637007448,0.047496,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-36,GL-36-8971073800358138003582,E I 94,,,Grass Lake Charter Township,42.2934821705323,-84.1739106127215,0.009143,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-37,GL-37-33801183800358438003582,Unnamed Road,,,Grass Lake Charter Township,42.29344045092699,-84.17388064666285,0.007664,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-38,GL-38-18421093801749038003571,Ramp WS2A,,,Grass Lake Charter Township,42.293294110519305,-84.1703707014128,0.19997,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-39,GL-39-8978093800357438017490,W I 94,,,Grass Lake Charter Township,42.29372403601886,-84.17409402649955,0.193235,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-40,GL-40-33801183800359538003584,Ramp WS1B,,,Grass Lake Charter Township,42.29331933965508,-84.17522632343436,0.069435,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-41,GL-41-33801193800356238003580,W Bnd Grass Lake Weigh Station,,,Grass Lake Charter Township,42.29398334165451,-84.17507954306575,0.311935,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-42,GL-42-18421093800356238003580,W Bnd Grass Lake Weigh Station,,,Grass Lake Charter Township,42.29398334165451,-84.17507954306575,0.339212,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-43,GL-43-8978093800360638003450,W I 94,,,Grass Lake Charter Township,42.29269850806563,-84.16206132495611,0.574921,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-44,GL-44-8978093802013938003606,W I 94,,,Grass Lake Charter Township,42.29266881404293,-84.16226613438943,0.010689,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-45,GL-45-33801183800361138003595,E Bnd Grass Lake Weigh Station,,,Grass Lake Charter Township,42.2927804328985,-84.18057771772368,0.277263,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-46,GL-46-8978093801749038020139,W I 94,,,Grass Lake Charter Township,42.293294110519305,-84.1703707014128,0.421833,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-47,GL-47-8971073800361338003461,E I 94,,,Grass Lake Charter Township,42.2924226044966,-84.16200393280035,0.582253,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-48,GL-48-9188053800368038003666,Cedar Knoll Dr,,,Grass Lake Charter Township,42.292392727982126,-84.2386311828998,0.502461,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-49,GL-49-9170013800368038003190,List Rd,,,Grass Lake Charter Township,42.292392727982126,-84.2386311828998,0.846864,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-50,GL-50-18421063802536838003677,Knight Rd,,,Grass Lake Charter Township,42.29155406007664,-84.18569100915381,0.171631,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-51,GL-51-8978093800366338003688,W I 94,,,Grass Lake Charter Township,42.29226918805612,-84.21220462375065,0.227955,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-52,GL-52-8987043800367138003688,Unnamed Road,,,Grass Lake Charter Township,42.29201388598815,-84.20442594893078,0.174314,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-53,GL-53-9188053800369938003680,Cedar Knoll Dr,,,Grass Lake Charter Township,42.29234840344573,-84.25036543541728,0.65325,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-54,GL-54-9192043802140838003702,Knight Rd,,,Grass Lake Charter Township,42.2917625088632,-84.21653681652954,0.357822,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-55,GL-55-8978093802013538003668,W I 94,,,Grass Lake Charter Township,42.29205815755693,-84.24600825652962,1.437504,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-56,GL-56-9192043800371138021408,Knight Rd,,,Grass Lake Charter Township,42.29173901703156,-84.22881485575077,0.628942,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-57,GL-57-8978093800371538020135,W I 94,,,Grass Lake Charter Township,42.29201116960268,-84.25034903638033,0.222381,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-58,GL-58-8978033800371038003671,Mount Hope Rd,,,Grass Lake Charter Township,42.29125642859706,-84.20438543800401,0.052301,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-59,GL-59-8978093800368838003710,W I 94,,,Grass Lake Charter Township,42.29181928003428,-84.20780151412974,0.179276,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-60,GL-60-8971073802013638003704,E I 94,,,Grass Lake Charter Township,42.2917989315989,-84.24600190489087,1.970508,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-61,GL-61-8971073800346138003456,E I 94,,,Grass Lake Charter Township,42.29567451781662,-84.15156877438048,0.130587,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-62,GL-62-8978083801748038003514,Unnamed Road,,,Grass Lake Charter Township,42.29557334061433,-84.14581230254554,0.06907,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-63,GL-63-8978073801748038003446,Clear Lake Rd,,,Grass Lake Charter Township,42.29557334061433,-84.14581230254554,0.046241,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-64,GL-64-8978063800345638003499,Unnamed Road,,,Grass Lake Charter Township,42.29612767925836,-84.14909512639447,0.119374,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-65,GL-65-8978073800350038017480,Clear Lake Rd,,,Grass Lake Charter Township,42.29539617737781,-84.14581139474627,0.012223,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-66,GL-66-33810253801806238017482,Coy Dr,,,Grass Lake Charter Township,42.29513809551603,-84.14150242206173,0.020737,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-67,GL-67-9171083800351538003307,Morrissey Rd,,,Grass Lake Charter Township,42.295995026202256,-84.20446045120029,1.556703,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-68,GL-68-8978033800351538003267,Mount Hope Rd,,,Grass Lake Charter Township,42.295995026202256,-84.20446045120029,0.400205,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-69,GL-69-8978073800352738003500,Clear Lake Rd,,,Grass Lake Charter Township,42.29485742104316,-84.14580495760185,0.037172,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-70,GL-70-8978063800349938003527,Unnamed Road,,,Grass Lake Charter Township,42.295465027872616,-84.14705346029298,0.081559,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-71,GL-71-33810253800352738018062,Coy Dr,,,Grass Lake Charter Township,42.29485742104316,-84.14580495760185,0.229263,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-72,GL-72-33800293800330738003545,Maute Rd,,,Grass Lake Charter Township,42.30006710762926,-84.17572437735936,0.370164,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-73,GL-73-33800293800354538016880,Maute Rd,,,Grass Lake Charter Township,42.29470550972303,-84.17560877197259,0.022168,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-74,GL-74-33813743802013638020135,I 94 Crossover,,,Grass Lake Charter Township,42.2917989315989,-84.24600190489087,0.017888,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-75,GL-75-8971073800372538020136,E I 94,,,Grass Lake Charter Township,42.2917298451702,-84.24951633897126,0.180093,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-76,GL-76-8971073800372638003725,E I 94,,,Grass Lake Charter Township,42.29174236736183,-84.25035306811124,0.04287,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-77,GL-77-8978033800372338003710,Mount Hope Rd,,,Grass Lake Charter Township,42.29100544975461,-84.20437838537937,0.01732,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-78,GL-78-8971073800370438003723,E I 94,,,Grass Lake Charter Township,42.29155246205359,-84.20758572406955,0.168575,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-79,GL-79-8978093802013738003620,W I 94,,,Grass Lake Charter Township,42.29078735126078,-84.1920000168389,0.463433,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-80,GL-80-33817523800372738003725,Unnamed Road,,,Grass Lake Charter Township,42.29166789004531,-84.2503504205912,0.042939,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-81,GL-81-8987053800373138003628,Unnamed Road,,,Grass Lake Charter Township,42.29084369544667,-84.20172361253289,0.209279,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-82,GL-82-8978093800371038003731,W I 94,,,Grass Lake Charter Township,42.29125642859706,-84.20438543800401,0.139295,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-83,GL-83-8978053801687638016879,Maute Rd,,,Grass Lake Charter Township,42.29036739974664,-84.1750335209674,0.141664,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-84,GL-84-8971073802013838003636,E I 94,,,Grass Lake Charter Township,42.29056518055854,-84.19193968836744,0.353337,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-85,GL-85-33813753802013838020137,I 94 Crossover,,,Grass Lake Charter Township,42.29056518055854,-84.19193968836744,0.015637,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-86,GL-86-9192043800370238003734,Knight Rd,,,Grass Lake Charter Township,42.29155141925384,-84.20956665433111,0.193641,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-87,GL-87-8978093800373138020137,W I 94,,,Grass Lake Charter Township,42.29084369544667,-84.20172361253289,0.50048,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-88,GL-88-9192043800375338003711,Knight Rd,,,Grass Lake Charter Township,42.29135012310635,-84.2503603907473,1.104405,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-89,GL-89-8978073801748138003353,Clear Lake Rd,,,Grass Lake Charter Township,42.29721926494062,-84.14582466408245,0.04684,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-90,GL-90-8987073800341038003353,Unnamed Road,,,Grass Lake Charter Township,42.29700504111499,-84.1444426385293,0.098005,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-91,GL-91-8978093800342338003408,W I 94,,,Grass Lake Charter Township,42.29650567741994,-84.14268758422737,0.585389,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
GL-ROAD-92,GL-92-8987073800342338003410,Unnamed Road,,,Grass Lake Charter Township,42.29650567741994,-84.14268758422737,0.098496,2,Asphalt,Local,65,2026-08-16,Medium,1000,10,Moderate,Crack Seal,1,provisional,Michigan GIS Open Data + Paventra rehearsal assumptions,2026-08-16
